event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,round,time
UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),"Jul 24, 2021","UFC Apex, Las Vegas, Nevada, United States",8,Maycee Barber,Miranda Maverick,win,loss,Decision,Split,3,05:00
UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),"Jul 17, 2021","UFC Apex, Las Vegas, Nevada, United States",10,Islam Makhachev,Thiago Moises,win,loss,Submission,Rear-Naked Choke,4,2:38
UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),"Jul 17, 2021","UFC Apex, Las Vegas, Nevada, United States",8,Mateusz Gamrot,Jeremy Stephens,win,loss,Submission,Kimura,1,01:05
UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),"Jul 10, 2021","T-Mobile Arena, Las Vegas, Nevada, United States",8,Sean O'Malley,Kris Moutinho,win,loss,TKO,Punches,3,04:33
UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),"Jul 10, 2021","T-Mobile Arena, Las Vegas, Nevada, United States",5,Ilia Topuria,Ryan Hall,win,loss,KO,Punches,1,04:47
UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),"Jul 10, 2021","T-Mobile Arena, Las Vegas, Nevada, United States",4,Dricus Du Plessis,Trevin Giles,win,loss,KO,Punches,2,01:41
UFC Fight Night 190 - Gane vs. Volkov,Ultimate Fighting Championship (UFC),"Jun 26, 2021","UFC Apex, Las Vegas, Nevada, United States",6,Shavkat Rakhmonov,Michel Prazeres,win,loss,Submission,Rear-Naked Choke,2,02:10
UFC 263 - Adesanya vs. Vettori 2,Ultimate Fighting Championship (UFC),"Jun 12, 2021","Gila River Arena, Glendale, Arizona, United States",14,Israel Adesanya,Marvin Vettori,win,loss,Decision,Unanimous,5,5:00
UFC 263 - Adesanya vs. Vettori 2,Ultimate Fighting Championship (UFC),"Jun 12, 2021","Gila River Arena, Glendale, Arizona, United States",12,Leon Edwards,Nate Diaz,win,loss,Decision,Unanimous,5,05:00
UFC 263 - Adesanya vs. Vettori 2,Ultimate Fighting Championship (UFC),"Jun 12, 2021","Gila River Arena, Glendale, Arizona, United States",11,Belal Muhammad,Demian Maia,win,loss,Decision,Unanimous,3,05:00
UFC 263 - Adesanya vs. Vettori 2,Ultimate Fighting Championship (UFC),"Jun 12, 2021","Gila River Arena, Glendale, Arizona, United States",6,Movsar Evloev,Hakeem Dawodu,win,loss,Decision,Unanimous,3,05:00
UFC Fight Night 189 - Rozenstruik vs. Sakai,Ultimate Fighting Championship (UFC),"Jun 5, 2021","UFC Apex, Las Vegas, Nevada, United States",3,Manon Fiorot,Tabatha Ricci,win,loss,TKO,Punches,2,03:00
UFC Fight Night 189 - Rozenstruik vs. Sakai,Ultimate Fighting Championship (UFC),"Jun 5, 2021","UFC Apex, Las Vegas, Nevada, United States",2,Sean Woodson,Youssef Zalal,win,loss,Decision,Split,3,05:00
UFC Fight Night 188 - Font vs. Garbrandt,Ultimate Fighting Championship (UFC),"May 22, 2021","UFC Apex, Las Vegas, Nevada, United States",1,Damir Ismagulov,Rafael Alves,win,loss,Decision,Unanimous,3,05:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),"May 8, 2021","UFC Apex, Las Vegas, Nevada, United States",5,Gregor Gillespie,Diego Ferreira,win,loss,TKO,Elbows and Punches,2,04:51
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),"May 1, 2021","UFC Apex, Las Vegas, Nevada, United States",11,Jiri Prochazka,Dominick Reyes,win,loss,KO,Spinning Back Elbow,2,4:29
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),"Apr 24, 2021","VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",12,Rose Namajunas,Weili Zhang,win,loss,KO,Head Kick,1,01:18
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),"Apr 10, 2021","UFC Apex, Las Vegas, Nevada, United States",12,Arnold Allen,Sodiq Yusuff,win,loss,Decision,Unanimous,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),"Apr 10, 2021","UFC Apex, Las Vegas, Nevada, United States",7,Mateusz Gamrot,Scott Holtzman,win,loss,KO,Punches,2,01:22
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),"Apr 10, 2021","UFC Apex, Las Vegas, Nevada, United States",4,Jack Shore,Hunter Azure,win,loss,Decision,Split,3,05:00
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),"Mar 27, 2021","UFC Apex, Las Vegas, Nevada, United States",8,Sean O'Malley,Thomas Almeida,win,loss,KO,Punch,3,03:52
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),"Mar 20, 2021","UFC Apex, Las Vegas, Nevada, United States",4,Grant Dawson,Leonardo Santos,win,loss,KO,Punches,3,04:59
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",15,Jan Blachowicz,Israel Adesanya,win,loss,Decision,Unanimous,5,5:00
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",13,Aljamain Sterling,Petr Yan,win,loss,Disqualification,Illegal Knee,4,04:29
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",12,Islam Makhachev,Drew Dober,win,loss,Submission,Arm-Triangle Choke,3,01:37
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",10,Dominick Cruz,Casey Kenney,win,loss,Decision,Split,3,05:00
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",8,Askar Askarov,Joseph Benavidez,win,loss,Decision,Unanimous,3,05:00
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",5,Kennedy Nzechukwu,Carlos Ulberg,win,loss,KO,Punches,2,03:19
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",4,Sean Brady,Jake Matthews,win,loss,Submission,Arm-Triangle Choke,3,03:28
UFC 259 - Blachowicz vs. Adesanya,Ultimate Fighting Championship (UFC),"Mar 6, 2021","UFC Apex, Las Vegas, Nevada, United States",1,Trevin Jones,Mario Bautista,win,loss,TKO,Punches,2,00:40
UFC Fight Night 186 - Rozenstruik vs. Gane,Ultimate Fighting Championship (UFC),"Feb 27, 2021","UFC Apex, Las Vegas, Nevada, United States",8,Magomed Ankalaev,Nikita Krylov,win,loss,Decision,Unanimous,3,05:00
UFC 258 - Usman vs. Burns,Ultimate Fighting Championship (UFC),"Feb 13, 2021","UFC Apex, Las Vegas, Nevada, United States",9,Alexa Grasso,Maycee Barber,win,loss,Decision,Unanimous,3,05:00
UFC 258 - Usman vs. Burns,Ultimate Fighting Championship (UFC),"Feb 13, 2021","UFC Apex, Las Vegas, Nevada, United States",4,Belal Muhammad,Dhiego Lima,win,loss,Decision,Unanimous,3,05:00
UFC 257 - Poirier vs. McGregor 2,Ultimate Fighting Championship (UFC),"Jan 23, 2021","Etihad Arena, Yas Island, Abu Dhabi, United Arab Emirates",6,Arman Tsarukyan,Matt Frevola,win,loss,Decision,Unanimous,3,05:00
UFC 257 - Poirier vs. McGregor 2,Ultimate Fighting Championship (UFC),"Jan 23, 2021","Etihad Arena, Yas Island, Abu Dhabi, United Arab Emirates",2,Movsar Evloev,Nik Lentz,win,loss,Decision,Split,3,05:00
UFC 257 - Poirier vs. McGregor 2,Ultimate Fighting Championship (UFC),"Jan 23, 2021","Etihad Arena, Yas Island, Abu Dhabi, United Arab Emirates",1,Amir Albazi,Zhalgas Zhumagulov,win,loss,Decision,Unanimous,3,05:00
UFC on ESPN 20 - Chiesa vs. Magny,Ultimate Fighting Championship (UFC),"Jan 20, 2021","Etihad Arena, Yas Island, Abu Dhabi, United Arab Emirates",9,Lerone Murphy,Douglas Silva de Andrade,win,loss,Decision,Unanimous,3,05:00
UFC on ESPN 20 - Chiesa vs. Magny,Ultimate Fighting Championship (UFC),"Jan 20, 2021","Etihad Arena, Yas Island, Abu Dhabi, United Arab Emirates",2,Umar Nurmagomedov,Sergey Morozov,win,loss,Technical Submission,Rear-Naked Choke,2,03:39
UFC on ESPN 20 - Chiesa vs. Magny,Ultimate Fighting Championship (UFC),"Jan 20, 2021","Etihad Arena, Yas Island, Abu Dhabi, United Arab Emirates",1,Manon Fiorot,Victoria Leonardo,win,loss,TKO,Head Kick and Punches,2,04:08
UFC on ESPN 19 - Hermansson vs. Vettori,Ultimate Fighting Championship (UFC),"Dec 5, 2020","UFC Apex, Las Vegas, Nevada, United States",2,Ilia Topuria,Damon Jackson,win,loss,KO,Punches,1,02:38
UFC Fight Night 181 - Hall vs. Silva,Ultimate Fighting Championship (UFC),"Oct 31, 2020","UFC Apex, Las Vegas, Nevada, United States",10,Bryce Mitchell,Andre Fili,win,loss,Decision,Unanimous,3,05:00
UFC 254 - Nurmagomedov vs. Gaethje,Ultimate Fighting Championship (UFC),"Oct 24, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",12,Khabib Nurmagomedov,Justin Gaethje,win,loss,Technical Submission,Triangle Choke,2,1:34
UFC 254 - Nurmagomedov vs. Gaethje,Ultimate Fighting Championship (UFC),"Oct 24, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",7,Magomed Ankalaev,Ion Cutelaba,win,loss,KO,Punches,1,04:19
UFC 254 - Nurmagomedov vs. Gaethje,Ultimate Fighting Championship (UFC),"Oct 24, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",4,Shavkat Rakhmonov,Alex Oliveira,win,loss,Submission,Guillotine Choke,1,04:40
UFC 254 - Nurmagomedov vs. Gaethje,Ultimate Fighting Championship (UFC),"Oct 24, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",1,Joel Alvarez,Alexander Yakovlev,win,loss,Submission,Armbar,1,03:00
UFC Fight Night 180 - Ortega vs. Korean Zombie,Ultimate Fighting Championship (UFC),"Oct 17, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",6,Guram Kutateladze,Mateusz Gamrot,win,loss,Decision,Split,3,05:00
UFC Fight Night 179 - Moraes vs. Sandhagen,Ultimate Fighting Championship (UFC),"Oct 10, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",10,Dricus Du Plessis,Markus Perez,win,loss,KO,Punches,1,03:22
UFC Fight Night 179 - Moraes vs. Sandhagen,Ultimate Fighting Championship (UFC),"Oct 10, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",8,Ilia Topuria,Youssef Zalal,win,loss,Decision,Unanimous,3,05:00
UFC Fight Night 179 - Moraes vs. Sandhagen,Ultimate Fighting Championship (UFC),"Oct 10, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",1,Tagir Ulanbekov,Bruno Silva,win,loss,Decision,Unanimous,3,05:00
UFC 253 - Adesanya vs. Costa,Ultimate Fighting Championship (UFC),"Sep 26, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",11,Israel Adesanya,Paulo Costa,win,loss,TKO,Punches and Elbows,2,3:59
UFC Fight Night 178 - Covington vs. Woodley,Ultimate Fighting Championship (UFC),"Sep 19, 2020","UFC Apex, Las Vegas, Nevada, United States",12,Khamzat Chimaev,Gerald Meerschaert,win,loss,KO,Punch,1,00:17
UFC Fight Night 177 - Waterson vs. Hill,Ultimate Fighting Championship (UFC),"Sep 12, 2020","UFC Apex, Las Vegas, Nevada, United States",11,Ottman Azaitar,Khama Worthy,win,loss,TKO,Punches,1,01:33
UFC Fight Night 175 - Smith vs. Rakic,Ultimate Fighting Championship (UFC),"Aug 29, 2020","UFC Apex, Las Vegas, Nevada, United States",3,Sean Brady,Christian Aguilera,win,loss,Technical Submission,Guillotine Choke,2,01:47
UFC 252 - Miocic vs. Cormier 3,Ultimate Fighting Championship (UFC),"Aug 15, 2020","UFC Apex, Las Vegas, Nevada, United States",11,Stipe Miocic,Daniel Cormier,win,loss,Decision,Unanimous,5,5:00
UFC 252 - Miocic vs. Cormier 3,Ultimate Fighting Championship (UFC),"Aug 15, 2020","UFC Apex, Las Vegas, Nevada, United States",10,Marlon Vera,Sean O'Malley,win,loss,TKO,Elbows and Punches,1,04:40
UFC on ESPN 14 - Whittaker vs. Till,Ultimate Fighting Championship (UFC),"Jul 25, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",9,Khamzat Chimaev,Rhys McKee,win,loss,TKO,Punches,1,03:09
UFC on ESPN 14 - Whittaker vs. Till,Ultimate Fighting Championship (UFC),"Jul 25, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",5,Movsar Evloev,Mike Grundy,win,loss,Decision,Unanimous,3,05:00
UFC Fight Night 172 - Figueiredo vs. Benavidez 2,Ultimate Fighting Championship (UFC),"Jul 18, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",8,Askar Askarov,Alexandre Pantoja,win,loss,Decision,Unanimous,3,05:00
UFC Fight Night 172 - Figueiredo vs. Benavidez 2,Ultimate Fighting Championship (UFC),"Jul 18, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",6,Grant Dawson,Nad Narimani,win,loss,Decision,Unanimous,3,05:00
UFC Fight Night 172 - Figueiredo vs. Benavidez 2,Ultimate Fighting Championship (UFC),"Jul 18, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",5,Joel Alvarez,Joseph Duffy,win,loss,Submission,Guillotine Choke,1,02:25
UFC Fight Night 172 - Figueiredo vs. Benavidez 2,Ultimate Fighting Championship (UFC),"Jul 18, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",3,Amir Albazi,Malcolm Gordon,win,loss,Submission,Triangle Choke,1,04:42
UFC Fight Night 172 - Figueiredo vs. Benavidez 2,Ultimate Fighting Championship (UFC),"Jul 18, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",2,Arman Tsarukyan,Davi Ramos,win,loss,Decision,Unanimous,3,05:00
UFC on ESPN 13 - Kattar vs. Ige,Ultimate Fighting Championship (UFC),"Jul 15, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",6,Khamzat Chimaev,John Phillips,win,loss,Submission,Brabo Choke,2,01:12
UFC on ESPN 13 - Kattar vs. Ige,Ultimate Fighting Championship (UFC),"Jul 15, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",5,Lerone Murphy,Ricardo Ramos,win,loss,TKO,Punches,1,04:18
UFC on ESPN 13 - Kattar vs. Ige,Ultimate Fighting Championship (UFC),"Jul 15, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",1,Jack Shore,Aaron Phillips,win,loss,Submission,Rear-Naked Choke,2,02:29
UFC 251 - Usman vs. Masvidal,Ultimate Fighting Championship (UFC),"Jul 11, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",12,Alexander Volkanovski,Max Holloway,win,loss,Decision,Split,5,05:00
UFC 251 - Usman vs. Masvidal,Ultimate Fighting Championship (UFC),"Jul 11, 2020","Flash Forum, Yas Island, Abu Dhabi, United Arab Emirates",8,Jiri Prochazka,Volkan Oezdemir,win,loss,KO,Punch,2,00:49
UFC on ESPN 12 - Poirier vs. Hooker,Ultimate Fighting Championship (UFC),"Jun 27, 2020","UFC Apex, Las Vegas, Nevada, United States",5,Julian Erosa,Sean Woodson,win,loss,Submission,Brabo Choke,3,02:44
UFC on ESPN 11 - Blaydes vs. Volkov,Ultimate Fighting Championship (UFC),"Jun 20, 2020","UFC Apex, Las Vegas, Nevada, United States",9,Belal Muhammad,Lyman Good,win,loss,Decision,Unanimous,3,05:00
UFC 250 - Nunes vs. Spencer,Ultimate Fighting Championship (UFC),"Jun 6, 2020","UFC Apex, Las Vegas, Nevada, United States",10,Aljamain Sterling,Cory Sandhagen,win,loss,Submission,Rear-Naked Choke,1,01:28
UFC 250 - Nunes vs. Spencer,Ultimate Fighting Championship (UFC),"Jun 6, 2020","UFC Apex, Las Vegas, Nevada, United States",8,Sean O'Malley,Eddie Wineland,win,loss,KO,Punch,1,01:54
UFC 249 - Ferguson vs. Gaethje,Ultimate Fighting Championship (UFC),"May 9, 2020","VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",10,Henry Cejudo,Dominick Cruz,win,loss,TKO,Knee and Punches,2,04:58
UFC 249 - Ferguson vs. Gaethje,Ultimate Fighting Championship (UFC),"May 9, 2020","VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",2,Bryce Mitchell,Charles Rosa,win,loss,Decision,Unanimous,3,05:00
UFC Fight Night 170 - Lee vs. Oliveira,Ultimate Fighting Championship (UFC),"Mar 14, 2020","Ginásio Nilson Nelson, Brasilia, Federal District, Brazil",5,Elizeu Zaleski dos Santos,Alexey Kunchenko,win,loss,Decision,Unanimous,3,05:00
UFC 248 - Adesanya vs. Romero,Ultimate Fighting Championship (UFC),"Mar 7, 2020","T-Mobile Arena, Las Vegas, Nevada, United States",11,Israel Adesanya,Yoel Romero,win,loss,Decision,Unanimous,5,5:00
UFC 248 - Adesanya vs. Romero,Ultimate Fighting Championship (UFC),"Mar 7, 2020","T-Mobile Arena, Las Vegas, Nevada, United States",10,Weili Zhang,Joanna Jedrzejczyk,win,loss,Decision,Split,5,05:00
UFC 248 - Adesanya vs. Romero,Ultimate Fighting Championship (UFC),"Mar 7, 2020","T-Mobile Arena, Las Vegas, Nevada, United States",6,Sean O'Malley,Jose Alberto Quinonez,win,loss,TKO,Head Kick and Punches,1,02:02
